,Store,Address,지역구,,,,,,,,,,Service
1476,GS25상도예빈점,서울,동작구,상도로162(상도2동,185-1),,,,,,,,의약품택배보조배터리대여현금 출금
1477,GS25상도장안점,서울,동작구,"상도로37길48,",1층,(상도1동,268-1),,,,,,의약품현금 출금
1478,GS25상도제일점,서울,동작구,"만양로2길70,",1층,(상도동,2-24),,,,,,CAFE25치킨25의약품택배현금 출금undefined
1479,GS25상도초교점,서울,동작구,"성대로29길79,",지하1층(상도4동,238),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1480,GS25상도타운점,서울,동작구,"매봉로59,",1층,(상도1동,509-1),,,,,,CAFE25의약품택배현금 출금
1481,GS25상도트레지움점,서울,동작구,"상도로30길40,",상가,111호,(상도동,"535,",트레지움아파트),,,,의약품택배
1482,GS25상도행운점,서울,동작구,"국사봉1길81,",1층,(상도동,307-13),,,,,,CAFE25치킨25의약품택배현금 출금
1483,GS25상명대점,서울,종로구,홍지문2길16(홍지동,62-5),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1484,GS25상명사랑점,서울,종로구,"세검정로230,",1층(홍지동,94-2),,,,,,,CAFE25치킨25의약품택배현금 출금TAX REFUND
1485,GS25상봉뉴월드점,서울,중랑구,"망우로30길3,",1층,110호(상봉2동,"130-3,",뉴월드극장상가),,,,,CAFE25의약품택배보조배터리대여현금 출금
1486,GS25상봉대광점,서울,중랑구,동일로114길20,(상봉동,122-43),,,,,,,CAFE25의약품택배현금 출금
1487,GS25상봉동부점,서울,중랑구,"망우로32길13,",1층(상봉2동,129-65),,,,,,,로또판매스포츠 토토의약품택배현금 출금
1488,GS25상봉동일로점,서울,중랑구,"동일로109가길22,",1층,(상봉동,127-21),,,,,,CAFE25치킨25의약품택배현금 출금
1489,GS25상봉봉우점,서울,중랑구,"봉우재로157,",1층,(상봉동,85-41),,,,,,CAFE25치킨25의약품택배현금 출금undefined
1490,GS25상봉사랑점,서울,중랑구,"망우로240,",1층,(상봉동,128-85),,,,,,CAFE25의약품택배현금 출금
1491,GS25상봉센터점,서울,중랑구,상봉로19길20,(면목동,89-21),,,,,,,CAFE25치킨25의약품택배현금 출금undefined
1492,GS25상봉송림점,서울,중랑구,"송림길5,",1층,(상봉동,49-11),,,,,,CAFE25치킨25의약품택배현금 출금undefinedundefined
1493,GS25상봉써너스점,서울,중랑구,"용마산로115길127,",1107호(망우3동,"479,",써너스빌1단지),,,,,,CAFE25치킨25의약품택배현금 출금
1494,GS25상봉우정점,서울,중랑구,"상봉중앙로6가길22-3,",1층,(상봉동,271-5),,,,,,CAFE25의약품택배
1495,GS25상봉주한점,서울,중랑구,"면목로476,",1층,(상봉동,107-26),,,,,,치킨25의약품택배
1496,GS25상봉중화점,서울,중랑구,"봉화산로30길31,",1층,(중화동,"133,",이화슈퍼),,,,,CAFE25치킨25의약품택배
1497,GS25상봉하나점,서울,중랑구,"망우로346,",101동,114호,(상봉2동,"81-5,",한일써너스빌),,,,CAFE25의약품택배보조배터리대여현금 출금
1498,GS25상봉한국점,서울,중랑구,"망우로50길16,",1층(상봉2동,90),,,,,,,CAFE25의약품보조배터리대여현금 출금
1499,GS25상수강변점,서울,마포구,"토정로136,",1층,(상수동,"271,",우성빌딩),,,,,CAFE25치킨25의약품택배현금 출금
1500,GS25상수로즈점,서울,마포구,"와우산로53,",1층,(상수동,91-2),,,,,,의약품보조배터리대여현금 출금
1501,GS25상수사랑점,서울,마포구,"독막로98,",상가동,1층,103호,(상수동,"396,",상수두산위브아파트),,,CAFE25치킨25의약품택배현금 출금
1502,GS25상수역점,서울,마포구,"와우산로48,",B1층112(상수동,"93-45,",로하스타워),,,,,,CAFE25의약품보조배터리대여현금 출금
1503,GS25상수행복점,서울,마포구,"와우산로11길28,",지층,(상수동,312-4),,,,,,의약품택배보조배터리대여현금 출금
1504,GS25상수홍대점,서울,마포구,와우산로21(상수동,333-1),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1505,GS25상암1단지점,서울,마포구,"월드컵북로47길8,",상가,101호(상암동,"1634,",월드컵1단지),,,,,의약품택배현금 출금
1506,GS25상암7단지점,서울,마포구,"상암산로1길92,",상가,101호,(상암동,"1660,",월드컵파크7단지),,,,CAFE25의약품택배보조배터리대여현금 출금
1507,GS25상암8단지점,서울,마포구,"월드컵로42길12,",101호,(상암동,"1674,",상암월드컵8단지),,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1508,GS25상암9단지점,서울,마포구,"월드컵북로501,",상가동,"104호,",105호,(상암동,"1752,",상암월드컵파크9단지),,,CAFE25치킨25의약품보조배터리대여현금 출금
1509,GS25상암DMC점,서울,마포구,"월드컵북로400,",110호,(상암동,"1602,",문화콘텐츠빌딩),,,,,CAFE25택배
1510,GS25상암IT타워점,서울,마포구,상암동DMC,단지,B4-4,111,,,,,,CAFE25택배보조배터리대여
1511,GS25상암누리꿈점,서울,마포구,"월드컵북로396,",제지1층,제비1033호,(상암동,"1605,",누리꿈스퀘어),,,,CAFE25보조배터리대여
1512,GS25상암대성점,서울,마포구,"매봉산로2길19,",1층,2층,(상암동,5-1),,,,,
1513,GS25상암사보이점,서울,마포구,"월드컵북로54길17,",114호,(상암동,"1597,",사보이시티,DMC),,,,CAFE25의약품택배
1514,GS25상암제일점,서울,마포구,"성암로13길43,",1층,(상암동,1288),,,,,,CAFE25의약품택배보조배터리대여
1515,GS25상암조약돌점,서울,마포구,"매봉산로2길78,",1층,(상암동,19-12),,,,,,치킨25의약품택배현금 출금
1516,GS25상암중앙점,서울,마포구,월드컵북로361,(상암동,"1653,",DMC이안오피스텔),,,,,,CAFE25치킨25의약품택배
1517,GS25상암타운점,서울,마포구,"매봉산로2길45,",1층(상암동,"21-3,",해나리빌딩),,,,,,CAFE25의약품택배현금 출금
1518,GS25상왕십리역점,서울,성동구,"왕십리로369,",지하1층,제비104호,(하왕십리동,"903-3,",동인,레반트,오피스텔),,의약품현금 출금
1519,GS25상월곡본점,서울,성북구,"화랑로21길65,",1층,(상월곡동,7-303),,,,,,CAFE25치킨25의약품택배현금 출금
1520,GS25상일동아점,서울,강동구,"상암로405,",제101동,제상가1호,(상일동,"473,",외,1필지,상일동아아파트),,CAFE25의약품택배현금 출금
1521,GS25상일세종점,서울,강동구,"상일로10길36,",109호(상일동,373-1),,,,,,,CAFE25의약품택배보조배터리대여
1522,GS25새절중앙점,서울,은평구,증산로395-16,(신사2동,336-14),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
1523,GS25서강대학사점,서울,마포구,"백범로35,",1층,(신수동,"1-1,",서강대학교,곤자가,프라자),,,CAFE25치킨25의약품택배undefined
1524,GS25서강대후문,서울,마포구,"대흥로118,",1층,(대흥동,38-11),,,,,,의약품
1525,GS25서강로점,서울,마포구,백범로135(염리동,148-9),,,,,,,,CAFE25의약품택배현금 출금
1526,GS25서강은혜점,서울,마포구,"신수로100,",1층,(신수동,91-396),,,,,,CAFE25의약품택배보조배터리대여현금 출금
1527,GS25서강자이점,서울,마포구,토정로192,(구수동,"68-8,",진영빌딩),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1528,GS25서교리치점,서울,마포구,"월드컵로64,",1층,일부,(서교동,476-14),,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금
1529,GS25서교명품점,서울,마포구,"잔다리로7안길4,",1층,(서교동,379-1),,,,,,CAFE25치킨25의약품택배현금 출금
1530,GS25서교미리내점,서울,마포구,"월드컵로14길29,",1층,(서교동,"473-20,",영화빌딩),,,,,의약품택배
1531,GS25서교본점,서울,마포구,동교로17안길51,(서교동,448-25),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1532,GS25서교사랑점,서울,마포구,"와우산로25길13,",1층,(서교동,342-3),,,,,,베이커리치킨25의약품택배보조배터리대여현금 출금
1533,GS25서교이삭길점,서울,마포구,"동교로18길30,",1층,(서교동,376-1),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
1534,GS25서교호호점,서울,마포구,"동교로17길55,",1층,(서교동,458-2),,,,,,의약품택배현금 출금
1535,GS25서대문고창점,서울,서대문구,세검정로3길68,(홍제동,266-182),,,,,,,CAFE25치킨25의약품택배현금 출금
1536,GS25서대문냉천점,서울,서대문구,독립문로63(냉천동,4-5),,,,,,,,CAFE25치킨25의약품택배현금 출금TAX REFUND
1537,GS25서대문디오빌점,서울,서대문구,"충정로59,",102호,(충정로2가,"192,",서대문디오빌오피스텔),,,,,CAFE25의약품택배현금 출금TAX REFUND
1538,GS25서대문센트레빌점,서울,서대문구,"독립문로14길74,",상가동,1층,101호,(냉천동,"260,",동부센트레빌아파트),,,의약품택배현금 출금
1539,GS25서대문송원점,서울,서대문구,"백련사길7,",1층,나호,(홍은동,"280,",극동중앙교회),,,,치킨25의약품택배현금 출금
1540,GS25서대문연희점,서울,서대문구,증가로83(연희동,609),,,,,,,,CAFE25치킨25의약품택배현금 출금
1541,GS25서대문점,서울,서대문구,"통일로131,",1층(충정로2가,7-2),,,,,,,CAFE25의약품
1542,GS25서대문창천점,서울,서대문구,신촌로3(창천동,510-4),,,,,,,,스포츠 토토CAFE25의약품택배보조배터리대여현금 출금undefined
1543,GS25서대문천연점,서울,서대문구,"독립문로8길8,",1층,(천연동,"80-15,",준빌딩),,,,,CAFE25의약품택배
1544,GS25서대문홍은점,서울,서대문구,"가좌로79,",1층(홍은2동,403-1),,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefinedundefined
1545,GS25서래제일점,서울,서초구,"사평대로20길12,",1층,(반포4동,107-18),,,,,,스포츠 토토CAFE25의약품택배현금 출금
1546,GS25서부이촌점,서울,용산구,이촌로46(이촌2동,209-8),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
1547,GS25서서울삼성점,서울,마포구,"마포대로262,",101동,"1,2호",(아현동,"692,",서서울삼성아파트),,,,CAFE25치킨25의약품택배현금 출금
1548,GS25서소문점,서울,중구,서소문로109(서소문동,53-6),,,,,,,,스포츠 토토CAFE25의약품택배
1549,GS25서울교대점,서울,서초구,"사임당로12길17,",103~104호(서초1동,"1627-5,",교대빌딩),,,,,,의약품택배현금 출금
1550,GS25서울극장점,서울,종로구,관수동70-1번지,외8필지,,,,,,,,CAFE25치킨25의약품택배현금 출금TAX REFUND
1551,GS25서울대관악사점,서울,관악구,"관악로1,",기숙사,(신림동,"산56-1,",서울대학교),,,,,CAFE25치킨25의약품보조배터리대여
1552,GS25서울대병원점,서울,종로구,"대학로101,",서울대병원,첨단외래센터,B1층,8호,(연건동,28-21),,,CAFE25
1553,GS25서울대역점,서울,관악구,관악로144,(낙성대동,"1597-1,",우남네오폴리스),,,,,,CAFE25치킨25의약품택배현금 출금
1554,GS25서울대제일점,서울,관악구,"관악로104,",지층,(봉천동,1594-1),,,,,,CAFE25치킨25의약품택배undefined
1555,GS25서울라마다점,서울,강남구,"봉은사로410,",지하1층,(삼성동,"112-5,",라마다서울호텔),,,,,CAFE25의약품택배현금 출금
1556,GS25서울로봇고점,서울,강남구,"광평로10길50,",상가,1층,30호,(일원동,"739,",청솔빌리지),,,CAFE25의약품
1557,GS25서울산업대점,서울,노원구,공릉로207(공릉2동,"441-19,",세림빌딩),,,,,,,CAFE25의약품현금 출금undefined
1558,GS25서울숲IT점,서울,성동구,"성수일로77,",107호,(성수동1가,"13-164,",서울숲IT밸리),,,,,의약품택배
1559,GS25서울숲M타워점,서울,성동구,성수동1가0번지,서울숲M타워,102호,,,,,,,CAFE25의약품택배현금 출금undefinedundefined
1560,GS25서울숲골드점,서울,성동구,"뚝섬로311,",상가,101호,(성수동1가,"656-234,",대림로즈빌),,,,CAFE25치킨25의약품택배
1561,GS25서울숲드림점,서울,성동구,"성수이로66,",101호,(성수동2가,"323,",서울숲드림타워),,,,,CAFE25치킨25의약품택배
1562,GS25서울숲푸르지오점,서울,성동구,금호로17,(금호동4가,"235,",서울숲2차푸르지오상가동B107호),,,,,,의약품택배보조배터리대여현금 출금
1563,GS25서울스퀘어점,서울,중구,"한강대로416,",지하1층(남대문로5가,"541,",서울스퀘어),,,,,,CAFE25
1564,GS25서울역서부점,서울,용산구,청파로389(서계동,220-4),,,,,,,,의약품
1565,GS25서울역자이점,서울,중구,만리동2가176-1번지,서울역센트럴자이,401동,101호,,,,,,의약품택배현금 출금
1566,GS25서울역점,서울,용산구,한강대로401,(동자동,43-120),,,,,,,로또판매스포츠 토토CAFE25의약품택배보조배터리대여현금 출금
1567,GS25서울월드컵경기장2점,서울,마포구,월드컵로240,(성산2동,"515,",월드컵경기장),,,,,,
1568,GS25서울월드컵경기장3점,서울,마포구,월드컵로240,(성산동,515),,,,,,,
1569,GS25서울파이낸스점,서울,중구,"세종대로136,",지하1층,(태평로1가,"84,",서울파이낸스센터),,,,,
1570,GS25서울팔래스점,서울,서초구,"사평대로160,",8동,102호,(반포4동,"63-1,",서울팔래스호텔),,,,CAFE25의약품현금 출금
1571,GS25서원쑥고개점,서울,관악구,"쑥고개로1,",1층,(신림동,94-140),,,,,,CAFE25치킨25의약품택배현금 출금undefined
1572,GS25서일대학점,서울,중랑구,"용마산로388,",1층(면목3.8동,56-11),,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금undefined
1573,GS25서초4점,서울,서초구,서초중앙로63-8(서초3동,1598-7),,,,,,,,CAFE25치킨25의약품택배현금 출금
1574,GS25서초LG점,서울,서초구,양재대로11길19,(양재동,221),,,,,,,
1575,GS25서초교대역점,서울,서초구,"서초대로301,",1층,103호,(서초4동,"1692-1,",동익성봉빌딩),,,,CAFE25의약품택배보조배터리대여
1576,GS25서초금호점,서울,서초구,서초대로331,(서초4동,"1689-1,",성보빌딩),,,,,,로또판매CAFE25의약품택배
1577,GS25서초낙원점,서울,서초구,효령로314,(서초1동,1443-1),,,,,,,의약품
1578,GS25서초남부점,서울,서초구,"사임당로8길4,",1층,105호(서초1동,1624-3),,,,,,CAFE25의약품택배보조배터리대여현금 출금
1579,GS25서초내방점,서울,서초구,서초대로19길22(방배4동,873-1),,,,,,,,의약품택배보조배터리대여
1580,GS25서초네이처힐점,서울,서초구,"태봉로2길65,",101호(우면동,"720,",서초네이처힐4단지),,,,,,CAFE25의약품택배현금 출금
1581,GS25서초대림점,서울,서초구,명달로4길32(서초3동,1467-65),,,,,,,,CAFE25베이커리치킨25의약품택배현금 출금
1582,GS25서초동일점,서울,서초구,서초대로50길62-4,(서초동,1568-5),,,,,,,의약품택배보조배터리대여현금 출금undefined
1583,GS25서초디오빌점,서울,서초구,"서초대로73길54,",상가,110호(서초4동,"1309-1,",디오빌강남),,,,,CAFE25의약품택배보조배터리대여현금 출금
1584,GS25서초리치점,서울,서초구,"강남대로6길108-4,",1층,(양재2동,365),,,,,,CAFE25치킨25의약품택배현금 출금
